Wall time,Step,Value
1592338752.1706862,0,1.4214447736740112
1592338879.4736412,1,0.9785889983177185
1592338973.7669988,2,0.8532906770706177
1592339068.4321654,3,0.8550090193748474
1592339163.4185193,4,0.8580711483955383
1592339258.7121453,5,0.7472763061523438
1592339354.1086938,6,0.7832875847816467
1592339449.6896863,7,0.879716157913208
1592339545.3467097,8,0.765347421169281
1592339641.1824977,9,0.7168479561805725
1592339736.9811275,10,0.686553955078125
1592339832.938524,11,0.7724981307983398
1592339928.9688814,12,0.636685311794281
1592340025.1826177,13,0.6832797527313232
1592340121.5165608,14,0.7225755453109741
1592340217.9702413,15,0.7383314371109009
1592340314.552132,16,0.6765139698982239
1592340411.2888849,17,0.7037949562072754
1592340507.7782888,18,0.6773561835289001
1592340604.5062902,19,0.6813750267028809
1592340701.2542348,20,0.6988937854766846
1592340799.110673,21,0.6294411420822144
1592340896.8579369,22,0.6093756556510925
1592340994.4071727,23,0.6596106886863708
1592341092.2037764,24,0.5958638191223145
1592341190.0800982,25,0.5745792984962463
1592341287.5148995,26,0.6494783759117126
1592341385.055101,27,0.6067783236503601
1592341482.5283976,28,0.6516083478927612
1592341580.2590022,29,0.6200563311576843
1592341677.8395586,30,0.6189100742340088
1592341775.451579,31,0.5942805409431458
1592341872.9521441,32,0.6013771295547485
1592341970.69625,33,0.690150797367096
1592342068.3451874,34,0.577206015586853
1592342166.3666513,35,0.5490515232086182
1592342263.7806463,36,0.5736610889434814
1592342361.2098882,37,0.6014695763587952
1592342458.6471925,38,0.5797827839851379
1592342556.122921,39,0.5572357177734375
1592342653.5094657,40,0.5593223571777344
1592342751.4932146,41,0.6023589968681335
1592342849.4586673,42,0.5608834624290466
1592342947.2115567,43,0.4888395667076111
1592343044.8590736,44,0.5496846437454224
1592343142.525836,45,0.5734422206878662
1592343240.1851392,46,0.6096877455711365
1592343337.4595363,47,0.569350004196167
1592343434.9250007,48,0.5985041260719299
1592343532.9278233,49,0.530696451663971
1592343630.4646795,50,0.5164601802825928
1592343728.1837127,51,0.5227174758911133
1592343825.781158,52,0.5293131470680237
1592343923.452708,53,0.523446798324585
1592344021.3147464,54,0.5760149955749512
1592344119.012042,55,0.5058231949806213
1592344216.8473444,56,0.5002790689468384
1592344314.4645002,57,0.454269140958786
1592344412.572058,58,0.48112305998802185
1592344510.357253,59,0.5097976326942444
1592344607.843737,60,0.548985481262207
1592344705.4720325,61,0.5820518136024475
1592344803.1953583,62,0.596335232257843
1592344900.9305012,63,0.4822312295436859
1592344998.7110198,64,0.4783794581890106
1592345096.5103314,65,0.4903201460838318
1592345194.5384836,66,0.5046631097793579
1592345292.3151011,67,0.5450488328933716
1592345389.7740655,68,0.5090481042861938
1592345487.4968154,69,0.4864504337310791
1592345585.095611,70,0.582771360874176
1592345682.4116027,71,0.47804373502731323
1592345779.9678555,72,0.4833395183086395
1592345877.459217,73,0.5477207899093628
1592345974.9217253,74,0.5279664397239685
1592346072.5795133,75,0.44350793957710266
1592346170.327941,76,0.5452870726585388
1592346268.061278,77,0.46732181310653687
1592346365.7977958,78,0.4198910593986511
1592346463.567728,79,0.4983311891555786
1592346561.2514012,80,0.3985045850276947
1592346658.9657552,81,0.5061230659484863
1592346756.6022375,82,0.48205292224884033
1592346854.3404653,83,0.4536750912666321
1592346952.1599457,84,0.44037148356437683
1592347049.3465018,85,0.46915149688720703
1592347146.961808,86,0.48300254344940186
1592347244.6800065,87,0.48673728108406067
1592347342.0450819,88,0.41417253017425537
