Wall time,Step,Value
1592262360.6690314,0,0.09817315638065338
1592262459.6172023,1,0.08931831270456314
1592262545.6467083,2,0.08525421470403671
1592262632.25004,3,0.08727768063545227
1592262719.0749915,4,0.07545265555381775
1592262805.8631575,5,0.0854710042476654
1592262892.9162815,6,0.07888439297676086
1592262980.0771246,7,0.06081477925181389
1592263067.2270215,8,0.06846719235181808
1592263154.665356,9,0.06784763932228088
1592263242.3316731,10,0.05976308882236481
1592263329.85965,11,0.055728696286678314
1592263417.5430746,12,0.05535804480314255
1592263505.0556238,13,0.058015286922454834
1592263592.6168153,14,0.06231261044740677
1592263680.1642091,15,0.06402045488357544
1592263767.7969728,16,0.049603335559368134
1592263855.37855,17,0.048538971692323685
1592263943.1238286,18,0.05183810368180275
1592264030.7284882,19,0.04525517672300339
1592264118.427963,20,0.04370221123099327
1592264206.2036965,21,0.055290356278419495
1592264293.8453624,22,0.0487954206764698
1592264381.4969347,23,0.04980834200978279
1592264469.1259084,24,0.03883731737732887
1592264556.6894963,25,0.04449714720249176
1592264644.5820272,26,0.03265172615647316
1592264732.4220555,27,0.03714593127369881
1592264820.2666605,28,0.036244455724954605
1592264907.7642953,29,0.043766189366579056
1592264995.4712622,30,0.04136418551206589
1592265083.2505841,31,0.03897705674171448
1592265171.0303028,32,0.031028665602207184
1592265258.859467,33,0.03563738614320755
1592265346.5988457,34,0.032688722014427185
1592265434.3062682,35,0.04037047177553177
1592265521.9925265,36,0.03477419167757034
1592265609.7270007,37,0.030830662697553635
1592265697.4786801,38,0.03140240162611008
1592265785.2738492,39,0.03614296391606331
1592265873.2614584,40,0.029069170355796814
1592265960.9784472,41,0.02911023423075676
1592312755.305449,41,0.02512170746922493
1592312855.4819167,42,0.028093552216887474
1592312941.7613788,43,0.029886610805988312
1592313028.4750807,44,0.029857128858566284
1592313115.6953204,45,0.03139824420213699
1592313202.9784656,46,0.03756684437394142
1592313290.6551795,47,0.03114885278046131
1592313378.7040374,48,0.026486454531550407
1592313466.632017,49,0.027842193841934204
1592313554.7236173,50,0.02387978695333004
1592313642.9851596,51,0.029124494642019272
1592313731.3477721,52,0.032128844410181046
1592313819.8273482,53,0.023361096158623695
1592313908.1049697,54,0.029567943885922432
1592313996.6270077,55,0.033655617386102676
1592314085.0366535,56,0.021165871992707253
1592314173.2992911,57,0.027220018208026886
1592314261.610538,58,0.02441094070672989
1592314350.121777,59,0.02465479075908661
1592314438.5571623,60,0.02528204396367073
1592314527.047238,61,0.02732941322028637
1592314615.5056102,62,0.021349525079131126
1592314704.0278823,63,0.025861261412501335
1592314792.7129135,64,0.02602471224963665
1592314881.313912,65,0.016887318342924118
1592314969.8901331,66,0.02226315811276436
1592315058.4331365,67,0.020868994295597076
1592315147.0629015,68,0.034232594072818756
1592315235.6857295,69,0.023619715124368668
1592315324.291247,70,0.02148572728037834
1592315412.5918553,71,0.02494119293987751
1592315501.3450062,72,0.023325741291046143
1592315589.8983092,73,0.018251672387123108
1592315678.5472517,74,0.022008830681443214
1592315766.961414,75,0.02539517730474472
1592315855.2870226,76,0.023757781833410263
1592315943.8231547,77,0.021332228556275368
1592316032.6503322,78,0.021906211972236633
1592316121.2416635,79,0.018461335450410843
1592316209.8447394,80,0.017544278874993324
1592316298.5778227,81,0.01573955826461315
1592316387.3084888,82,0.016762511804699898
1592316476.0052204,83,0.017528695985674858
1592316564.5559304,84,0.01977533847093582
1592316653.0267897,85,0.02267496846616268
1592316741.9474254,86,0.020031750202178955
1592316830.2843697,87,0.02366670034825802
1592316918.9522834,88,0.022108715027570724
1592317007.516258,89,0.01833292655646801
1592317096.0740354,90,0.020124604925513268
1592317184.862506,91,0.01886139251291752
1592317273.4684389,92,0.01554145012050867
1592317362.060471,93,0.019020769745111465
1592317450.5829313,94,0.020158128812909126
1592317539.0653677,95,0.018532581627368927
1592317627.6939018,96,0.01797500252723694
1592317716.342652,97,0.020611463114619255
1592317805.0196378,98,0.017731307074427605
1592317893.551861,99,0.016154184937477112
1592318013.3025472,100,0.017688363790512085
1592318113.7846885,101,0.017366832122206688
1592318215.4749358,102,0.015623222105205059
1592318316.8728602,103,0.01685674861073494
1592318418.5080347,104,0.01265206653624773
1592318519.6860898,105,0.015190666541457176
1592318620.887473,106,0.014446952380239964
1592318722.5955358,107,0.01427007932215929
1592318823.5545614,108,0.012532738037407398
1592318924.9157152,109,0.011946963146328926
1592319026.2847223,110,0.010158289223909378
1592319127.4832342,111,0.011446351185441017
1592319228.6439614,112,0.010355099104344845
1592319329.8453035,113,0.010708984918892384
1592319431.1762443,114,0.011630726978182793
1592319532.381696,115,0.011624239385128021
1592319633.521569,116,0.011496104300022125
1592319734.4479196,117,0.010076334699988365
1592319835.637211,118,0.009695000015199184
1592319936.9793108,119,0.010087092407047749
1592320037.9076679,120,0.008102183230221272
1592320139.2618916,121,0.00916378479450941
1592320240.4395227,122,0.009622485376894474
1592320341.704243,123,0.01040787436068058
1592320443.1773431,124,0.008032084442675114
1592320544.6910815,125,0.008355913683772087
1592320645.8754914,126,0.008394149132072926
1592320747.2181287,127,0.010257127694785595
1592320848.4520488,128,0.007408180274069309
1592320949.782025,129,0.0072872089222073555
1592321050.4727933,130,0.008283997885882854
1592321152.0998359,131,0.008519692346453667
1592321253.2993405,132,0.007034918759018183
1592321354.7305686,133,0.007800997234880924
1592321455.7381613,134,0.007788793183863163
1592321556.4665675,135,0.008084336295723915
1592321657.4905324,136,0.007986231707036495
1592321759.0555618,137,0.007258271798491478
1592321860.5163743,138,0.006418258883059025
1592321961.6061752,139,0.005502970889210701
1592322062.8308787,140,0.006021765526384115
1592322164.0814688,141,0.006524885538965464
1592322265.2871313,142,0.007190106436610222
1592322366.40958,143,0.005423679947853088
1592322467.167573,144,0.0075184255838394165
1592322568.4386785,145,0.007530469913035631
1592322669.5472772,146,0.008734652772545815
1592322770.7088492,147,0.008704799227416515
1592322872.05778,148,0.005288823042064905
1592322973.5221474,149,0.006461331155151129
1592323075.0468628,150,0.006878022104501724
1592323176.1648004,151,0.00614452688023448
1592323277.1806085,152,0.006344186142086983
1592323378.1638622,153,0.007216680329293013
1592323479.0938208,154,0.007881829515099525
1592323580.6112618,155,0.006592541001737118
1592323681.399518,156,0.005922330543398857
1592323782.6324193,157,0.005446108058094978
1592323883.8105323,158,0.005579156335443258
1592323985.2702749,159,0.0057713040150702
1592324123.4075108,160,0.007998214103281498
1592324234.4694364,161,0.00673385476693511
1592324345.960734,162,0.008354304358363152
1592324457.468595,163,0.008321519009768963
1592324569.259439,164,0.0053809345699846745
1592324680.732749,165,0.010102791711688042
1592324792.2791138,166,0.005033285357058048
1592324903.8188615,167,0.006621919106692076
1592325015.4253135,168,0.007096684072166681
1592325126.9762785,169,0.008162571117281914
