Wall time,Step,Value
1592262360.6690226,0,0.8850955367088318
1592262459.6171908,1,0.6793613433837891
1592262545.6466973,2,0.4413629472255707
1592262632.2500298,3,0.36972928047180176
1592262719.074981,4,0.31698036193847656
1592262805.8631465,5,0.31276389956474304
1592262892.9162705,6,0.31110554933547974
1592262980.0771143,7,0.2730830907821655
1592263067.2270105,8,0.2588890492916107
1592263154.6653452,9,0.28814876079559326
1592263242.331663,10,0.21874777972698212
1592263329.85964,11,0.26499098539352417
1592263417.5430644,12,0.23714075982570648
1592263505.0556135,13,0.18591555953025818
1592263592.6168048,14,0.20539650321006775
1592263680.164199,15,0.228639155626297
1592263767.7969615,16,0.17901229858398438
1592263855.37854,17,0.18951818346977234
1592263943.1238184,18,0.18005529046058655
1592264030.728478,19,0.21422134339809418
1592264118.427952,20,0.19770774245262146
1592264206.203686,21,0.2023673802614212
1592264293.845352,22,0.23213782906532288
1592264381.4969242,23,0.2265828400850296
1592264469.1258974,24,0.1727122813463211
1592264556.689486,25,0.17541205883026123
1592264644.582017,26,0.17291434109210968
1592264732.4220436,27,0.20568063855171204
1592264820.2666507,28,0.22473357617855072
1592264907.7642844,29,0.19363129138946533
1592264995.4712505,30,0.2042892873287201
1592265083.2505736,31,0.17928820848464966
1592265171.0302925,32,0.1895972043275833
1592265258.8594568,33,0.17470978200435638
1592265346.5988355,34,0.17340554296970367
1592265434.3062582,35,0.18402618169784546
1592265521.9925163,36,0.19753748178482056
1592265609.726991,37,0.15026457607746124
1592265697.47867,38,0.20790942013263702
1592265785.273838,39,0.18297326564788818
1592265873.2614477,40,0.16905957460403442
1592265960.9784372,41,0.1550663858652115
1592312755.3054397,41,0.18107978999614716
1592312855.4819064,42,0.14884953200817108
1592312941.7613688,43,0.15671461820602417
1592313028.475071,44,0.15832927823066711
1592313115.6953106,45,0.1832524985074997
1592313202.9784553,46,0.1827646791934967
1592313290.6551692,47,0.17689485847949982
1592313378.7040262,48,0.16923314332962036
1592313466.6320071,49,0.17754176259040833
1592313554.7236063,50,0.13684938848018646
1592313642.9851491,51,0.17837686836719513
1592313731.3477619,52,0.18095244467258453
1592313819.827338,53,0.14287756383419037
1592313908.1049597,54,0.1789862960577011
1592313996.6269972,55,0.1762971132993698
1592314085.0366433,56,0.18351690471172333
1592314173.2992811,57,0.1461152583360672
1592314261.6105278,58,0.17071731388568878
1592314350.1217673,59,0.15826384723186493
1592314438.5571523,60,0.13252677023410797
1592314527.0472274,61,0.15382006764411926
1592314615.5056002,62,0.20685794949531555
1592314704.0278726,63,0.14885558187961578
1592314792.712903,64,0.17676615715026855
1592314881.3139021,65,0.12004321813583374
1592314969.8901234,66,0.13449975848197937
1592315058.4331272,67,0.15521614253520966
1592315147.0628915,68,0.15755398571491241
1592315235.6857195,69,0.16935932636260986
1592315324.291237,70,0.1573902666568756
1592315412.5918453,71,0.15118958055973053
1592315501.3449967,72,0.13832169771194458
1592315589.8982992,73,0.13588660955429077
1592315678.5472417,74,0.14845576882362366
1592315766.961404,75,0.14473488926887512
1592315855.2870126,76,0.15147970616817474
1592315943.8231444,77,0.13821962475776672
1592316032.6503224,78,0.143739253282547
1592316121.241653,79,0.1477534919977188
1592316209.8447294,80,0.16191861033439636
1592316298.577813,81,0.13195304572582245
1592316387.308479,82,0.1473633199930191
1592316476.0052104,83,0.12493598461151123
1592316564.5559204,84,0.1312575787305832
1592316653.026779,85,0.15311850607395172
1592316741.947415,86,0.14257104694843292
