Wall time,Step,Value
1591652272.9007614,0,0.05076983571052551
1591652498.6099606,1,0.01658359356224537
1591652713.2575037,2,0.013075059279799461
1591652929.4502914,3,0.008354272693395615
1591653145.3560066,4,0.008186419494450092
1591653360.4764683,5,0.006701880134642124
1591653577.9141982,6,0.005562528967857361
1591653795.527447,7,0.00436395313590765
1591654013.4540088,8,0.003787691006436944
1591654228.989824,9,0.0036480145063251257
1591654445.3833516,10,0.004402057733386755
1591654658.3339643,11,0.0038021900691092014
1591654870.2047496,12,0.003940336871892214
1591655085.6276834,13,0.004128636792302132
1591655302.5402648,14,0.0037342167925089598
1591655519.0991826,15,0.0033360847737640142
1591655733.696182,16,0.003963786642998457
1591655951.4685159,17,0.003058653324842453
1591656168.0313559,18,0.0027478651609271765
1591656384.5114264,19,0.0026799493934959173
1591656601.3009243,20,0.0024165441282093525
1591656815.0331862,21,0.0031209064181894064
1591657029.9948487,22,0.0026721640024334192
1591657246.3918157,23,0.0026971371844410896
1591657460.3282645,24,0.002679258119314909
1591657661.2603343,25,0.002505787881091237
1591657862.2545984,26,0.002884984714910388
1591658063.348273,27,0.0027382795233279467
1591658264.4847262,28,0.002219028305262327
1591658465.7111747,29,0.0019560374785214663
1591658666.9010322,30,0.0018204775406047702
1591658868.0041094,31,0.0022455963771790266
1591659068.9039106,32,0.0019691770430654287
1591659269.7864532,33,0.0019941667560487986
1591659470.9018636,34,0.0016065414529293776
1591659672.0107028,35,0.0019414644921198487
1591659873.1055808,36,0.0021451872307807207
1591660074.1596093,37,0.001448051887564361
1591660275.0813458,38,0.0014987797476351261
1591660475.9469047,39,0.0024362888652831316
1591660677.2584722,40,0.001069542020559311
1591660878.479288,41,0.0014353023143485188
1591661079.608125,42,0.0015699217328801751
1591661280.5243013,43,0.0022024402860552073
1591661481.3821301,44,0.0013632540358230472
1591661682.4465125,45,0.001449923263862729
1591661883.478922,46,0.0010519112693145871
1591662084.5114987,47,0.0025260543916374445
1591662285.5582733,48,0.002037573140114546
1591662486.7454433,49,0.002046736190095544
1591662687.7992055,50,0.001955700106918812
1591662888.945926,51,0.0017778067849576473
1591663090.2316203,52,0.0014456880744546652
1591663291.3480868,53,0.0025113539304584265
1591663492.3414035,54,0.0017960862023755908
1591663693.439641,55,0.0020928792655467987
1591663894.4306676,56,0.0019470230909064412
1591664095.5511918,57,0.0014621285954490304
1591664296.6485722,58,0.0010653629433363676
1591664497.6686356,59,0.0015252350131049752
1591664698.7265263,60,0.0014076435472816229
1591664899.5186036,61,0.0016437136800959706
1591665100.5996552,62,0.0020641512237489223
1591665301.542746,63,0.001847697887569666
1591665502.5378675,64,0.0013647399609908462
